text,label
ФАС оштрафовала МТС за ненадлежащую рекламу,2
Российского брокера арестовали в Лондоне за отмывание денег,2
Нигерия нарастит добычу нефти в полтора раза,2
Нефтяники оценили потери из-за пожаров в Канаде,2
Нефть Brent подорожала до 45 долларов ,2
Продажи «АвтоВАЗа» в годовом выражении выросли впервые за два года,2
Сенаторы предложили снизить предельный процент по микрозаймам,2
«Роснефть» поставила первую в своей истории партию СПГ,2
Центробанк отозвал лицензии у «Гефеста» и еще нескольких страховщиков,2
Российскую черную икру начнут поставлять в Китай,2
Спрос россиян на валюту вырос вдвое,2
Москвичка отозвала иск к Burger King о пропаганде религии,2
Слухи о возможной отставке турецкого премьера обвалили лиру,2
Groupon продала свой российский бизнес пасынку Андрея Вознесенского,2
Курс доллара опустился ниже 66 рублей,2
СМИ узнали о планах по выдаче «Роснефти» разрешения на экспорт газа,2
Продажи авиабилетов на майские праздники упали в 2016 году на 60 процентов,2
Биржевой курс евро опустился ниже 75 рублей,2
Сбербанк предложит российским компаниям кредиты в юанях,2
Москвичка подала в суд на Burger King за «религиозное» меню,2
Доллар резко подорожал к рублю на открытии торгов ,2
Bloomberg спрогнозировал скорый обвал рубля ,2
«Росатом» предложил вернуть зону свободной торговли с Украиной,2
Эксперт разглядел светлое будущее нефтяного рынка,2
В сингапурском «Макдоналдсе» обнаружили 92-летнюю сотрудницу,2
Марк Мобиус предсказал резкий рост цен на сырье ,2
ЕЦБ прекратит выпуск банкноты 500 евро,2
Акции «Газпрома» существенно подешевели на Московской бирже,2
«Дочка» «Газпрома» будет судиться с Белоруссией за долги,2
Слияние американских нефтесервисных компаний отменено,2
Венесуэла останется без местного пива из-за валютного кризиса,2
Потребительская активность россиян упала до исторического минимума ,2
«Газпром» потерял на «Южном потоке» 56 миллиардов рублей,2
Банк России понизил курсы доллара и евро,2
Американский миллиардер обвалил стоимость акций Apple,2
Доллар обвалился после решения ЦБ о ключевой ставке,2
Подан иск о банкротстве владельца «Сбарро» и «Елки-Палки»,2
«Макдоналдс» открыл ресторан в одном из самых опасных городов мира,2
В Москве нашлись украденные в Донбассе доллары и гривны,2
Россия откажется от доллара при продаже нефти,2
Преемником главы Lego стал его сын,2
Курс евро упал ниже 73 рублей впервые с декабря ,2
Acura покинет российский рынок,2
Цена нефти Brent превысила 48 долларов,2
Apple впервые сообщила о снижении объема продаж iPhone,2
Банк России закрыл «Советскую» страховую компанию ,2
Доллар обвалился ниже 65 рублей ,2
Иран откажется от импортного бензина,2
СМИ узнали о планах «Росатома» продать долю в турецкой АЭС «Аккую»,2
Банк России резко опустил курсы доллара и евро ,2
Эксперты назвали средний заработок российской семьи в 2015 году,2
Липецкая фабрика Roshen перечислила в бюджет часть доначисленных ФНС налогов,2
«Мегафон» сменил гендиректора,2
SWIFT предупредила своих клиентов о попытках кибермошенничества,2
РЖД завершили 2015 год с чистой прибылью против убытка годом ранее,2
В британском KFC в стакане с водой нашли следы фекалий,2
Москвич засудил «Макдоналдс» за использование в рекламе бабушкиных стихов,2
Производители вина в России сообщили о серьезном росте цен на продукцию,2
Московская биржа запустит торги швейцарским франком,2
НРА стало стратегическим партнером премии «Финансовая элита России»,2
«Царицыно» защитило в суде докторские сосиски от Первого канала,2
"Роскосмос застраховал первый пуск с Восточного на 8,5 миллиарда рублей",2
Всемирный банк повысил прогноз по цене нефти с 37 до 41 доллара за баррель,2
Альфа-банк пообещал доллар по 80 рублей,2
Московская биржа приостановила торги ,2
Московская биржа сообщила о возобновлении торгов ,2
В правительстве допустили продажу госпакета «Роснефти» частями,2
Украинские АЭС оказались на грани остановки,2
В Новгороде проведут акцию разрубания гривны топором ,2
"СП подтвердила оплату Чубайсом 3,3 миллиона рублей за корпоратив «Роснано»",2
Долг Китая подскочил до рекордных 237 процентов ВВП,2
«Киевхлеб» анонсировал поставки тортов в США и Канаду,2
Саудовская Аравия анонсировала масштабную перестройку своей экономики  ,2
СМИ сообщили о предстоящей смене председателя правления «Сколково»,2
На самолетах Dreamliner исправят двигатели из-за риска их отключения в полете,2
Курс доллара снизился до 66 рублей,2
Эксперт спрогнозировал последствия выплаты высоких дивидендов госкомпаниями,2
Банк России резко поднял курсы доллара и евро ,2
Лондонский суд заморозил активы Коломойского из-за иска «Татнефти»,2
В «Пятерочке» и «Перекрестке» станет больше белорусских продуктов,2
На новых долларах США появятся женщины-борцы за гражданские права,2
Цена нефти Brent достигла максимума с декабря,2
Доллар на бирже упал ниже 65 рублей,2
Путин поручил перейти на натуральную форму возмещения по ОСАГО ,2
Утвержден новый бланк полиса ОСАГО,2
Продажи смартфонов Samsung в России достигли минимума с 2012 года,2
Приставы арестовали судно структуры «Лукойла»,2
«Татнефть» подала иск к Коломойскому по делу «Укртатнафты»,2
Бывший глава ЦБ посоветовал отказаться от радости по поводу укрепления рубля ,2
Коммунисты России предложили поместить Анджелу Дэвис на 20-долларовую купюру ,2
Анонимный инвестор Чувак обрушил акции Turkish Airlines,2
CNPC заинтересовалась приватизацией «Роснефти»,2
Volkswagen урегулировал все претензии в США в рамках «дизельного скандала»,2
В России построят первый завод по выпуску виски,2
Таврин уйдет с поста гендиректора «Мегафона»,2
Курс доллара превысил 66 рублей,2
Суд в Гааге отменил решение о выплате Россией 50 миллиардов акционерам ЮКОСа,2
Бывших акционеров ЮКОСа обязали выплатить России 50 тысяч евро,2
Кремль отреагировал на решение суда по делу бывших акционеров ЮКОСа,2
Глава МАГАТЭ отметил высокий уровень безопасности проекта Белорусской АЭС,2
Глава РЖД пообещал сохранить плацкартные вагоны,2
Эксперты зафиксировали рекордные темпы увольнения глав крупнейших компаний,2
Компания Ротенберга отчиталась о затратах на проектирование Керченского моста,2
Киев назвал новую сумму требований к «Газпрому»,2
Глава «Лукойла» подтвердил интерес к покупке госпакета «Башнефти»,2
Полисы ОСАГО перекрасят в розовый,2
Курс евро упал ниже 74 рублей на фоне дорожающей нефти,2
Альфа-банк выкупил долг «Роснефти» на 150 миллионов долларов,2
Набиуллина констатировала финансовую стабильность даже при дешевеющей нефти ,2
В «Газпроме» рассказали о сдерживании цен на газ,2
Японская Asahi купит за три миллиарда долларов европейские пивные бренды,2
ФАС надоело регулировать торговлю и «ходить за гречкой»,2
Путин пообещал автопроизводителям 138 миллиардов рублей,2
От финансовой пирамиды Мавроди пострадали два миллиона африканцев,2
Работу Сердюкова в «Ростехе» оценили на «отлично»,2
Ford Focus оснастят двигателями российского производства,2
Цена нефти Brent рухнула после саммита в Дохе,2
Джорджо Армани передаст свою компанию специальному фонду,2
Курс рубля обвалился после переговоров в Дохе,2
Председателем совета директоров «АвтоВАЗа» станет замгендиректора «Ростеха»,2
Итальянцы задумали открыть в Крыму буйволиную ферму,2
Новак нашел виновных в провале переговоров в Дохе,2
Банк России резко поднял курсы доллара и евро ,2
На достройку объектов СУ-155 выделят 41 миллиард рублей,2
Задолженность по зарплате в России выросла на 35 процентов ,2
Нефть Brent превысила 43 доллара за баррель,2
Объединенная авиастроительная корпорация получила 109 миллиардов рублей убытков,2
Крупнейшие российские нефтяные компании подешевели на 250 миллиардов рублей,2
Apple за год извлекла тонну золота из списанных iPhone и iPad,2
Airbus опроверг интерес к покупке акций «Вертолетов России»,2
Встреча нефтедобывающих стран в Дохе закончилась без соглашения,2
Новак рассказал о неожиданных требованиях в Дохе от ряда стран ОПЕК,2
Иран заявил о готовности полностью обеспечить Турцию газом,2
Саудовская Аравия назвала условия заморозки добычи нефти,2
Всемирный Банк озвучил сумму затрат на восстановление Сирии,2
Гендиректор рыбокомбината на Шикотане извинился за задержку зарплат,2
Минкульт предложил изобразить на новых купюрах памятники русского авангарда,2
Курс доллара упал ниже 66 рублей,2
Минстрой предложил узаконить частные кладбища,2
«Платон» ужесточил правила выдачи маршрутных карт владельцам грузовиков,2
«Аэрофлот» первым в России удостоился четырех звезд в рейтинге Skytrax,2
Французский суд разморозил активы «Космической связи» по делу ЮКОСа,2
Марк Мобиус нашел «сделки века» на фондовом рынке России,2
РЖД решили купить железнодорожную компанию в Греции,2
Airbus заинтересовался покупкой «Вертолетов России»,2
Квача стала самой успешной валютой 2016 года,2
«Коммерсантъ» узнал об изменении цен «Газпрома» для Европы,2
Американские компании укрыли в офшорах полтора триллиона долларов,2
«Роснефтегаз» согласовал с властями уменьшение объема дивидендов,2
Курс доллара опустился ниже 66 рублей,2
Работникам «Уралавтоприцепа» выплатили зарплату после вопроса Путину,2
Арбитраж признал банкротом СУ-155,2
«Трансаэро» сообщила о погашении части долгов по зарплате перед сотрудниками,2
«Газпром» оспорил в киевском суде решение о штрафе на три миллиарда долларов,2
Курс доллара опустился вместе с ценами на нефть ,2
Спрос россиян на иностранную валюту упал в четыре раза ,2
Сбербанк предсказал падение рубля после провала переговоров в Дохе,2
Саудовская Аравия посоветовала забыть о сокращении добычи нефти ,2
На владельца врезавшегося в Керченский мост сухогруза подали в суд,2
Российский завод собрался поставлять детали для спутников корпорации Thales,2
Bank of America спрогнозировал скачок нефтяных котировок до 50 долларов,2
В Киеве возбудили дело против директора «Массандры» за открытую бутылку вина,2
Улюкаев сделал ставку на укрепление рубля ,2
Burger King оказалась среди кредиторов «Трансаэро»,2
СМИ узнали дату начала строительства «Северного потока-2»,2
В России появятся банкноты в 200 и 2000 рублей,2
Банк России опустил курс доллара ниже 67 рублей,2
В Китае начались испытания конкурента российского лайнера МС-21,2
В Чечне захотели увидеть на новой купюре мечеть Кадырова,2
Роскосмос снизит себестоимость ракет для конкуренции со SpaceX,2
Доллар обвалился ниже 66 рублей впервые с ноября,2
«Филип Моррис» открыл второй магазин iQOS в Москве,2
В Думе предложили повысить минимальную стоимость сигарет до 178 рублей за пачку,2
Эксперт предсказал доллару падение до 63 рублей ,2
«Почта России» заинтересовалась самолетами «Трансаэро»,2
«Газпром» построит «Северный поток-2» на заемные деньги,2
СМИ узнали о прекращении эксплуатации пяти Superjet авиакомпанией Red Wings,2
В России завели новое дело против IKEA,2
«Роснефть» начала эксплуатационное бурение на Тагульском месторождении,2
Кремль проверит информацию об аресте средств Роскосмоса во Франции,2
В «Аэрофлоте» рассказали о перспективах нового перевозчика на базе АК «Россия»,2
«Роснефть» впервые обогнала «Газпром» по рыночной капитализации,2
В Азиатско-Тихоокеанском банке прокомментировали визит спецназа,2
Курс доллара обновил минимум за четыре месяца ,2
Суд отказался вернуть летный сертификат «Трансаэро»,2
Русская медная компания отчиталась о значительном росте чистой прибыли,2
Рогозин уточнил назначение арестованных во Франции счетов,2
Украинские СМИ нашли у Порошенко активы 15 компаний ,2
Российских пилотов обучат уходить на второй круг в ручном режиме,2
Курс доллара опустился ниже 68 рублей,2
Сечина выдвинули в совет директоров «РусГидро»,2
Эксперты предрекли российскому авторынку дно,2
"Тарифы  «Победы» оказались в 1,6 раза ниже среднерыночных",2
Доля Порошенко в Roshen окончательно перешла под управление Ротшильдов,2
Курс доллара упал ниже 67 рублей впервые за неделю ,2
«Ридус» сообщил об обысках в Азиатско-Тихоокеанском банке,2
В офисах «дочки» «Лукойла» в Болгарии прошли обыски,2
СМИ узнали о проблемах производителей крымских устриц,2
IKEA передумала строить ТЦ на северо-западе Москвы,2
Airbus и Siemens создадут электросамолет,2
Компания Ротшильдов займется управлением активами Порошенко,2
Курс доллара упал ниже 68 рублей ,2
Болгарский импортер газа подал в суд на «Газпром»,2
Акционеры газопровода ТАПИ подписали соглашение на 200 миллионов долларов,2
Daimler переведет акции «КамАЗа» в российскую юрисдикцию,2
"Курс доллара снизился до 68,38 рубля",2
Банк России опустил евро ниже 78 рублей,2
Всемирный банк предсказал рублю дальнейшее ослабление ,2
WikiLeaks назвал Сороса заказчиком утечки панамских документов,2
«Ашан» начнет поставлять в Италию российские товары,2
Российский завод китайского бренда Haval заработает в 2018 году,2
Доллар обвалился вслед за дорожающей нефтью ,2
«Лукойл» решил побороться за спорный участок в Шпицбергенском квадрате,2
«Ведомости» узнали о намерении Enel продать свои активы в России,2
Курс доллара превысил 69 рублей,2
Дворкович рассказал о грядущем повышении цен на бензин ,2
Минтранс решил обязать все аэропорты проводить тотальный досмотр пассажиров,2
Сигареты за год подорожали на 25 процентов ,2
IKEA решила экспортировать произведенные в России товары,2
Курс евро перевалил за 79 рублей,2
«Центробувь» оказалась на грани банкротства,2
ЦБ поднял доллар на полтора рубля,2
Alaska Air Group анонсировала покупку авиакомпании Virgin America,2
Ростехнадзор предложил ужесточить ответственность топ-менеджеров угольных шахт,2
«Лукойл» лишился четверти чистой прибыли,2
Газпромбанк получит долю в угольном проекте «Мечела»,2
Новак рассказал об убыточности трети российских угольщиков,2
«Норникель» сохранит дивидендную доходность для акционеров,2
Фридман открестился от участия в политике,2
В «Газпроме» рассказали об увеличении поставок в Великобританию на 240 процентов,2
Курс доллара опустился ниже 67 рублей,2
Илон Маск показал публике самый дешевый электрокар,2
Volvo отзовет в России три тысячи авто для ремонта из-за проблем с двигателем,2
«Укртрансгаз» зафиксировал рост транзита российского газа в ЕС,2
Правообладатель «Милдроната» заявил о намерении защитить свой бренд в суде,2
В «Роснефти» предсказали рост цен на бензин на два рубля,2
Банк России опустил курсы доллара и евро,2
Темпы роста цены на золото стали рекордными с 1986 года ,2
Россия и Белоруссия приостановили интеграцию МАЗа и «КамАЗа»,2
Цена нефти Brent опустилась ниже 40 долларов за баррель,2
Бывший советник президента России возглавил страховую компанию «Согаз»,2
Доллар обвалился ниже 67 рублей ,2
Финансовые показатели «Роснефти» остались стабильными вопреки рыночным условиям,2
«Нафтогаз» займет 500 миллионов долларов на закупку газа,2
Доля россиян без сбережений выросла до максимума за 10 лет ,2
Порошенко занял шестое место в рейтинге украинских миллиардеров,2
«Нафтогаз Украины» заявил об отказе возобновлять закупки у «Газпрома»,2
Медведев поручил «Газпрому» отчитаться за кавказские долги,2
ЦБ опустил курсы доллара и евро на рубль с лишним,2
Группа «ГАЗ» выпустила партию насосов типа Common Rail для дизелей «Евро-5»,2
Uber отменил бесплатное ожидание пассажира в Москве ,2
Эксперты ВШЭ предсказали падение зарплат бюджетников на треть ,2
Mercedes отзовет в России почти 7 тысяч автомобилей,2
"«Роснефть добыла в 2015 году 254,2 миллиона тонн углеводородов",2
«Аэрофлот» отменил рейс на Кипр из-за захваченного самолета,2
Цена на нефть упала ниже 40 долларов за баррель,2
Минэкономразвития зафиксировало скачок цен на легковушки,2
Открыта регистрация участников премии «Финансовая элита России» ,2
Медведев распорядился внедрить специальные чипы для мехов,2
В Минпромторге констатировали отсутствие эффекта от импортозамещения,2
Аналитики сообщили о поддержке рубля за счет экспортной выручки «Роснефти»,2
Курс доллара превысил 69 рублей на фоне обвала нефтяных котировок ,2
В Минфине предложили составить список запрещенных операций с валютой,2
«Татнефтегаз» предложила на десять лет выкупить госпакет «Башнефти»,2
«Победа» оценила перспективы перебазирования в Раменское,2
Официальный курс евро упал ниже 76 рублей,2
ВТБ отсудил миллиард рублей у бывшего оператора duty free Шереметьево,2
«Аэрофлот» наградили престижной международной премией Air Transport Awards 2016,2
Аналитики Росбанка посоветовали закупаться долларами,2
Медведев выступил против возрождения налога на холостяков,2
Глава «Роснефти» доложил Путину о победе над нестабильностью рынков,2
Объединенная авиакомпания «Россия» объявила о начале полетов,2
В Подмосковье появился список самых надежных застройщиков,2
По факту невыплаты зарплаты в «Когалымавиа» возбудили уголовное дело,2
«Аэрофлот» сообщил о возобновлении полетов в Казахстан,2
Советник Путина приравнял доллар к 23 рублям,2
Экономист поспорил с советником Путина о курсе в 25 рублей за доллар,2
«Аэрофлот» приостановил выполнение регулярных рейсов в Казахстан,2
Госкомпании обязали закупать инновационные технологии у малого бизнеса,2
Украина отказалась от рассылки штрафов за полеты в Крым,2
Суд оштрафовал магазины «Ашан» за мясо с сальмонеллой,2
Первая фондовая биржа Мьянмы запустила торги акциями единственной компании,2
Фонд Рокфеллеров перестанет инвестировать в добычу ископаемого топлива,2
Курс доллара превысил 69 рублей ,2
Турецкая компания отреклась от врезавшегося в опору моста в Крыму сухогруза,2
Подтвердилась принадлежность турецкой фирме протаранившего крымский мост судна,2
Нацбанк Украины начал печатать льняные гривны,2
Крымская агрофирма закупила саженцы виноградной лозы в Европе,2
ВТБ решил обанкротить строителя космодрома «Восточный» ,2
Оценен ущерб от столкновения турецкого сухогруза с мостом в Керченском проливе,2
"Курс доллара вырос до 67,61 рубля",2
МТС повысит стоимость связи для самых активных пользователей пакетных тарифов,2
СМИ узнали о глобальном дефиците цветных карандашей,2
Россияне потеряли 200 миллиардов рублей пенсионных накоплений в 2015 году ,2
Слова Голодец о потерянных 200 миллиардах пенсионных накоплений назвали клеветой,2
ЦБ пригрозил отзывом лицензии страховщикам без электронных полисов ОСАГО,2
Чайка оценил задолженность по зарплатам в России в четыре миллиарда рублей ,2
Доллар на бирже превысил 68 рублей,2
Аналитики дали рекомендации по бумагам нефтегазовых компаний,2
Голодец ошиблась в оценке потерянных россиянами пенсионных накоплений,2
«Роснано» отчиталось об удвоении прибыли,2
«Мостотрест» получит почти 100 миллиардов рублей за возведение Керченского моста,2
Депутаты Ленобласти предложили запретить давать микрозаймы физлицам,2
Умер один из создателей Intel Эндрю Гроув,2
"Курс доллара понизился до 67,59 рубля",2
Структура «Роснефти» запустила новую установку комплексной подготовки газа,2
Банк России резко опустил курсы доллара и евро ,2
«Росатом» изготовил опытную партию «космического» ядерного топлива,2
Европейские фондовые рынки отреагировали падением на теракты в Брюсселе ,2
Банку России предложат ввести обязательное страхование от терроризма ,2
Путин заявил о намерении Fortum инвестировать в энергетику Сибири и Урала,2
«Яндекс» предупредил о рисках ведения бизнеса в России,2
Авиаперевозчики предупредили о росте стоимости билетов,2
Арбитраж продлил процедуру банкротства компании Кехмана на полгода,2
Названия известных грузинских вин получили регистрацию в Роспатенте,2
"«ГАЗ», «КамАЗ» и «Соллерс» начнут собирать автомобили во Вьетнаме",2
Китай нарастил импорт нефти до исторического максимума ,2
Реальные доходы россиян упали на семь процентов ,2
Goldman Sachs предсказал рублю укрепление ,2
Миллионеры Нью-Йорка попросили повысить налоги для богачей,2
Глава Минтранса напомнил о строительстве нового аэропорта в Ростове-на-Дону,2
FlyDubai выплатит компенсации семьям погибших в крушении «Боинга»,2
«Аэрофлот» перевезет родственников погибших в аварии «Боинга» в Ростове-на-Дону,2
FlyDubai назвала хорошими условия для посадки «Боинга» в Ростове-на-Дону,2
FlyDubai и Boeing заявили о начале расследований крушения в Ростове-на-Дону,2
FlyDubai уточнила расписание полета разбившегося лайнера,2
«Коммерсантъ» узнал об идее ввести инфраструктурный сбор для аэропортов Москвы,2
Курс доллара на открытии торгов опустился ниже 68 рублей,2
«Аэроэкспресс» нацелился на перевозки в аэропорт Раменское,2
ЦБ введет обязательные электронные полисы ОСАГО с 2017 года,2
Суд обязал Фоменко вернуть занятые на спорткар Marussia деньги,2
Турецкая компания выиграла тендер на строительство терминала в Шереметьево,2
Доллар обвалился после решения ЦБ о ключевой ставке ,2
Суд начал процедуру банкротства СУ-155,2
Дворкович объяснил прекращение поставок нефтепродуктов в Белоруссию,2
Индекс ММВБ достиг максимума с 2008 года ,2
Toyota ликвидировала молодежную марку Scion,2
Банк России рассказал о преимуществах плавающего рубля ,2
Курс евро упал ниже 76 рублей ,2
Акции «Роснефти» на Московской бирже выросли до исторического максимума,2
Курс доллара обновил годовой минимум,2
Владелец «Мечела» предложил закрыть в России все опасные шахты,2
РЖД уличили в обогащении за счет средств ФНБ,2
«Мегафон» увеличил прибыль за счет мобильной передачи данных,2
«Газпром» назначил главой Gazprom EP International топ-менеджера «Южного потока»,2
"ЦБ снизил курс доллара на 2,5 рубля",2
Аналитики положительно оценили вхождение индийцев в проекты «Роснефти»,2
Страховщики допустили регулярную замену полисов ОСАГО,2
«Росатом» разработает ядерную батарейку со сроком службы в полвека,2
Советник Путина предложил обложить налогом валютных трейдеров,2
Пресс-секретарь «Роснефти» высказал уверенность в росте капитализации компании,2
"Биржевой курс доллара снизился до 68,11 рубля",2
Роспотребнадзор предложил систему контроля качества продовольствия,2
Росавиация запретила «Когалымавиа» летать,2
«Роснефть» привлекла индийских инвесторов в совместное предприятие с BP,2
Украинцы сдали на войну полтора миллиона долларов,2
«Роснефть» создаст консорциум на базе Ванкорского проекта,2
«Роснефть» окончательно договорилась о вхождении в капитал Essar Oil Limited,2
Renault начнет производство нового внедорожника в России,2
Минтранс вдвое снизил ожидаемые доходы от системы «Платон»,2
Госдума рассмотрит ограничение микрозаймов,2
Сломанный принтер помог хакерам украсть у ЦБ Бангладеш 100 миллионов долларов,2
Кремлевский снимок с Путиным и Лавровым поднял продажи облучателя,2
Доллар упал ниже 70 рублей,2
«Газпром» разорвал контракт с «Туркменгазом»,2
Руслан Байсаров взял под контроль строительную компанию «Мост» ,2
«Ведомости» рассказали о претенденте на пост главы «АвтоВАЗа»,2
Курс доллара превысил 70 рублей,2
«Леруа Мерлен» объявил о планах втрое увеличить сеть гипермаркетов в России,2
Назначен новый президент «АвтоВАЗа»,2
Тиньков подарил четыре процента акций своего банка лояльным сотрудникам,2
Чемезов рассказал о задачах нового главы «АвтоВАЗа»,2
ФАС пожурила топ-менеджера «Лукойла» за прогнозы цен на бензин,2
"«Газпром» увеличил сумму претензий к «Нафтогазу» на 2,5 миллиарда долларов",2
Налоговая подала иск о банкротстве «Когалымавиа»,2
«Транснефть» продала нефтепровод на Украине,2
В России поставят на поток выпуск 3D-принтеров,2
Правительство сократило прожиточный минимум россиян ,2
Армения намерена добиться от «Газпрома» продления скидки на газ,2
Иранские авиакомпании возобновят полеты в Сочи,2
Египет девальвировал национальную валюту,2
Росавиация выдала первый экспортный сертификат Superjet без участия МАК,2
Доллар снизился ниже отметки 70 рублей,2
Рогозин пообещал заменить французские двигатели SSJ-100 на российские,2
Maserati отозвала авто с рынка из-за опасности неконтролируемого разгона,2
СМИ узнали о требовании к банкам начать использование карт «Мир» к 1 июля,2
«Ростех» задумался о продаже доли в «Вертолетах России» фонду из ОАЭ,2
Курс доллара опустился к 70 рублям,2
«МегаФон» снизил стоимость тарифов в линейке «Все включено»,2
Андерссон назвал дату своего ухода из «АвтоВАЗа»,2
Большая часть россиян призналась в отсутствии сбережений ,2
Банк России опустил доллар к 70 рублям ,2
МЭА разглядело дно в динамике мировых цен на нефть,2
СМИ сообщили о планах Volkswagen сократить штат сотрудников,2
Анонимный инвестор Чувак посеял панику на Стамбульской бирже ,2
Гречка стала самым быстро дорожающим продуктом в России ,2
«ЁбиДоёби» собралась выйти за пределы Красноярска,2
Coca-Cola сократила выплаты своему президенту на 42 процента,2
"Поставщиками труб для «Северного потока-2» станут Europipe, ОМК и ЧТПЗ",2
Зарплаты россиян предложили обложить новым сбором ,2
«АвтоВАЗ» прекратил поставки на крупнейший экспортный рынок,2
Евро обвалился ниже 77 рублей,2
В Венесуэле введут систему двойного курса обмена валют ,2
"Доллар подешевел до 69,98 рубля",2
Moody's допустило снижение рейтингов 13 российских компаний,2
Глазьев назвал Московскую биржу игрушкой для спекулянтов,2
Власти решили приватизировать «Вертолеты России»,2
FT связала подорожание железной руды с выставкой цветов в Китае,2
«АвтоВАЗ» выпустил самую дешевую Lada Priora,2
